[E 260305 15:35:47 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '45516', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:35:59 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '52507', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:35:59 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '52508', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:35:59 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '52509', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:36:54 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BFO', 'symboltoken': '842067', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:36:55 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BFO', 'symboltoken': '842244', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:36:55 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BFO', 'symboltoken': '842652', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:36:55 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BFO', 'symboltoken': '842034', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:36:56 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BFO', 'symboltoken': '842298', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:36:56 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BFO', 'symboltoken': '842709', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:36:56 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BFO', 'symboltoken': '842093', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:36:57 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BFO', 'symboltoken': '842681', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:36:57 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BFO', 'symboltoken': '842763', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:36:57 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BFO', 'symboltoken': '842147', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:36:58 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BFO', 'symboltoken': '842741', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:36:58 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BFO', 'symboltoken': '842017', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:36:59 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BFO', 'symboltoken': '842196', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:36:59 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BFO', 'symboltoken': '842616', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:37:57 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '3351', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:37:58 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '3506', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260305 15:37:59 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: TooManyRequests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '3499', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-04 09:15', 'todate': '2026-03-05 15:30'}, Response: {'message': 'TooManyRequests', 'errorcode': 'AB1004', 'status': False, 'data': None}
